"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schcat","fieldAliases__school_cat","fieldAliases__schtype","fieldAliases__school_typ","fieldAliases__schmgt","fieldAliases__management","fieldAliases__rururb","fieldAliases__location","fieldAliases__pincode","fieldAliases__dtname","fieldAliases__udise_stco","fieldAliases__stname","fieldAliases__vilname","fieldAliases__longitude","fieldAliases__latitude","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__schcd","features__attributes__schname","features__attributes__schcat","features__attributes__school_cat","features__attributes__schtype","features__attributes__school_typ","features__attributes__schmgt","features__attributes__management","features__attributes__rururb","features__attributes__location","features__attributes__pincode","features__attributes__dtname","features__attributes__udise_stco","features__attributes__stname","features__attributes__vilname","features__attributes__longitude","features__attributes__latitude","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__geometry__x","features__geometry__y"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417574","3160702308","RAMGARHIA PUBLIC SCHOOL RAIKOT ROAD","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.891161999999994","30.532326999999999","03","053","00269","Malerkotla","110524","-46733"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417614","3160703405","SITA GRAMMAR SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.890818999999993","30.534064000000001","03","053","00269","Malerkotla","110523","-46736"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419349","3160109002","GMS FALOND KALAN","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.892688000000007","30.595178000000001","03","053","00269","Malerkotla","110526","-46839"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419351","3160108901","GPS FALOND KHURD","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.892684000000003","30.595303000000001","03","053","00269","Malerkotla","110526","-46839"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420034","3160107301","GPS TOTAPURI BASTI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148019","Ludhiana","03","PUNJAB"," ","75.890649999999994","30.620809999999999","03","041","00226","Payal","110523","-46883"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422893","3090101001","GPS BUTAHRI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.892375000000001","30.719937000000002","03","041","00227","Ludhiana (East)","110525","-47050"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417836","3160107501","GPS SULTANPUR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.802612999999994","30.541506999999999","03","053","00269","Malerkotla","110395","-46748"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421544","3090801102","GSSS CHHAPAR","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","141204","Ludhiana","03","PUNJAB"," ","75.802477999999994","30.675651999999999","03","041","00229","Raikot","110394","-46975"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419017","3160109801","GPS ALBELPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148019","Sangrur","03","PUNJAB"," ","75.85172","30.583704999999998","03","053","00269","Malerkotla","110466","-46820"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420408","3160100801","GPS ROHIRA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.850873000000007","30.635760999999999","03","053","00269","Malerkotla","110465","-46908"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420410","3160100802","ISLAMIA HIGH SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148021","Sangrur","03","PUNJAB"," ","75.850219999999993","30.635791999999999","03","053","00269","Malerkotla","110464","-46908"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423460","3090101403","NEW HIGH SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.851100000000002","30.739426000000002","03","041","00227","Ludhiana (East)","110465","-47083"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415025","3160702902","GHS HIMTANA","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.868007000000006","30.450690999999999","03","053","00269","Malerkotla","110490","-46595"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415026","3160702901","GPS HIMTANA PIND","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.867582999999996","30.450721999999999","03","053","00269","Malerkotla","110489","-46595"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420563","3160100101","GPS PHALLEWAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.868324999999999","30.641045999999999","03","053","00269","Malerkotla","110490","-46917"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417187","3200202305","GURU GOBIND SINGH PUBLIC SEN SEC SCHOOL KURAR","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148104","Barnala","03","PUNJAB"," ","75.651205000000004","30.519223","03","054","00275","Barnala","110174","-46711"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417443","3200202302","GHS KURAR","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148104","Barnala","03","PUNJAB"," ","75.651025000000004","30.527494999999998","03","054","00275","Barnala","110174","-46725"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420038","3090903201","GPS MOHAMMADPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141109","Ludhiana","03","PUNJAB"," ","75.651475000000005","30.620933999999998","03","041","00229","Raikot","110175","-46883"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422842","3091200907","GURU NANAK INTERNATIONAL SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141107","Ludhiana","03","PUNJAB"," ","75.652047999999994","30.718275999999999","03","041","00229","Raikot","110175","-47048"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416135","3200105402","GSSS THULLIWAL","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148025","Barnala","03","PUNJAB"," ","75.648134999999996","30.484556999999999","03","054","00275","Barnala","110170","-46652"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416146","3200105401","GPS THULLIWAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148025","Barnala","03","PUNJAB"," ","75.648446000000007","30.484748","03","054","00275","Barnala","110170","-46652"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418063","3200200802","GSSS CHHAPA","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148104","Barnala","03","PUNJAB"," ","75.648651999999998","30.550312999999999","03","054","00275","Barnala","110170","-46763"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418072","3200200801","GPS CHHAPA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148104","Barnala","03","PUNJAB"," ","75.648774000000003","30.550568999999999","03","054","00275","Barnala","110171","-46764"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418810","3200201801","GPS HARDASPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148104","Barnala","03","PUNJAB"," ","75.648805999999993","30.576639","03","054","00275","Barnala","110171","-46808"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420566","3090904301","GPS SUKANA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141109","Ludhiana","03","PUNJAB"," ","75.649282999999997","30.641120999999998","03","041","00229","Raikot","110171","-46917"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421856","3090903001","GPS LITTAR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141107","Ludhiana","03","PUNJAB"," ","75.649811999999997","30.686067000000001","03","041","00229","Raikot","110172","-46993"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416951","3200103505","RISING SUN PUBLIC SCHOOL MANAL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148104","Barnala","03","PUNJAB"," ","75.671289000000002","30.510739999999998","03","054","00275","Barnala","110203","-46696"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417685","3160110101","GPS MITHEWAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.673492999999993","30.536251","03","053","00269","Malerkotla","110207","-46740"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418849","3200202502","GMS LOHGARH","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148020","Barnala","03","PUNJAB"," ","75.675068999999993","30.578398","03","054","00275","Barnala","110209","-46811"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418914","3200202501","GPS LOHGARH","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Barnala","03","PUNJAB"," ","75.673214000000002","30.580537","03","054","00275","Barnala","110206","-46814"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421140","3090900701","GPS BHAINI DARERA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.673130999999998","30.662144999999999","03","041","00229","Raikot","110206","-46953"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421199","3090900702","GSSS BHAINI DARERA","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.675319000000002","30.663751000000001","03","041","00229","Raikot","110209","-46955"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422171","3090801602","GHG KHALSA SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141107","Ludhiana","03","PUNJAB"," ","75.676060000000007","30.695626000000001","03","041","00229","Raikot","110210","-47009"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423326","3091202502","KHALSA SS SCHOOL TOOSA","5","Higher Secondary  (6-12)","3","Co-Ed","4","Government Aided","1"," ","141105","Ludhiana","03","PUNJAB"," ","75.673635000000004","30.733739","03","041","00229","Raikot","110207","-47074"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423333","3091202501","GPS TUSA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141105","Ludhiana","03","PUNJAB"," ","75.671897000000001","30.734147","03","041","00229","Raikot","110204","-47075"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423732","3091202002","GMS RATTOWAL","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141105","Ludhiana","03","PUNJAB"," ","75.670963999999998","30.749102000000001","03","041","00229","Raikot","110203","-47100"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423740","3091202001","GPS RATTOWAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141105","Ludhiana","03","PUNJAB"," ","75.671145999999993","30.749445000000001","03","041","00229","Raikot","110203","-47100"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415594","3161103501","GPS BARRI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148025","Sangrur","03","PUNJAB"," ","75.709705","30.470392","03","053","00270","Dhuri","110259","-46628"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416229","3161102902","GMS GURBAKSHPURA","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148025","Sangrur","03","PUNJAB"," ","75.711032000000003","30.487563999999999","03","053","00270","Dhuri","110261","-46657"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418146","3160104202","GHS MANKI","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.709023999999999","30.553722","03","053","00269","Malerkotla","110258","-46769"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419715","3160104502","GHS KALYAN","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148020","Ludhiana","03","PUNJAB"," ","75.706692000000004","30.608222000000001","03","041","00229","Raikot","110255","-46861"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422435","3090804106","R.N MODEL SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.708032000000003","30.704609999999999","03","041","00229","Raikot","110257","-47024"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422487","3090804102","GPS PAKHOWAL GIRLS","1","Primary","2","Girls","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.706237000000002","30.706325","03","041","00229","Raikot","110254","-47027"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422488","3090804107","NEW MODEL SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.707474000000005","30.706346","03","041","00229","Raikot","110256","-47027"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422505","3090804103","GHS PAKHOWAL G","7","Secondary (6-10)","2","Girls","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.706969000000001","30.706942999999999","03","041","00229","Raikot","110255","-47028"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422523","3090804105","G.H.G PUBLIC SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.709903999999995","30.707421","03","041","00229","Raikot","110260","-47029"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422542","3090804101","GPS PAKHOWAL BOYS","1","Primary","1","Boys","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.705781000000002","30.708359999999999","03","041","00229","Raikot","110254","-47031"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416475","3161102901","GPS GURBAKSHPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148025","Sangrur","03","PUNJAB"," ","75.705194000000006","30.494871","03","053","00270","Dhuri","110253","-46670"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416600","3161102903","BABA JORA SINGH MEMORIAL PUBLIC SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148025","Sangrur","03","PUNJAB"," ","75.702879999999993","30.498687","03","053","00270","Dhuri","110249","-46676"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417281","3161102102","GSSS FATEHGARH PANJGRIAN","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.702416999999997","30.522428000000001","03","053","00270","Dhuri","110249","-46716"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417338","3161102101","GPS FATEHGARH PANJGRIAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.704892999999998","30.524446000000001","03","053","00270","Dhuri","110252","-46720"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420021","3090903101","GPS LOHATBADDI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141109","Ludhiana","03","PUNJAB"," ","75.702764000000002","30.620090999999999","03","041","00229","Raikot","110249","-46881"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420037","3090903102","GSSS LOHATBADDI","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","141109","Ludhiana","03","PUNJAB"," ","75.702929999999995","30.620915","03","041","00229","Raikot","110249","-46883"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420898","3090805001","GPS TUNGAHERI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141205","Ludhiana","03","PUNJAB"," ","75.703941999999998","30.654022999999999","03","041","00229","Raikot","110251","-46939"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420900","3090805002","GMS TUNGAHERI","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141205","Ludhiana","03","PUNJAB"," ","75.704199000000003","30.654077999999998","03","041","00229","Raikot","110251","-46939"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420923","3090805003","SATYA BHARTI SCHOOL TUNGAHERI","1","Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141205","Ludhiana","03","PUNJAB"," ","75.702099000000004","30.654706999999998","03","041","00229","Raikot","110248","-46940"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421857","3090804401","GPS RAJGARH","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.701465999999996","30.686087000000001","03","041","00229","Raikot","110247","-46993"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421898","3090804402","GMS RAJGARH","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.704266000000004","30.687631","03","041","00229","Raikot","110251","-46996"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423736","3090509511","SACRED HEART CONVENT INTERNATIONAL SCHOOL","6","Secondary (1-10)","3","Co-Ed","8","Unrecognized","2"," ","141001","Ludhiana","03","PUNJAB"," ","75.703698000000003","30.749153","03","041","00228","Ludhiana (West)","110251","-47100"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415138","3160703001","GPS HIMTANA MANDI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.865149000000002","30.454348","03","053","00269","Malerkotla","110486","-46601"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420519","3160109003","BABA GAJJAN SHAH PUBLIC SCHOOL","11","Higher Secondary/ Jr. College (11-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148023","Sangrur","03","PUNJAB"," ","75.866973999999999","30.639151999999999","03","053","00269","Malerkotla","110488","-46914"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420943","3160105702","GSSS AKBARPURA","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.867502000000002","30.655560999999999","03","053","00269","Malerkotla","110489","-46941"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423165","3090104502","PARAGON INTERNATIONAL SCHOOL","2","Upper Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.866264999999999","30.728387999999999","03","041","00227","Ludhiana (East)","110487","-47065"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423272","3090104501","GPS NANGAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.865230999999994","30.731871000000002","03","041","00227","Ludhiana (East)","110486","-47071"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423587","3090105501","GPS RURKA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.867289999999997","30.743335999999999","03","041","00227","Ludhiana (East)","110489","-47090"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423596","3090105502","GMS RURKA","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.867171999999997","30.743668","03","041","00227","Ludhiana (East)","110489","-47091"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415059","3160700701","GPS FAIZGARH","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.859820999999997","30.451606000000002","03","053","00269","Malerkotla","110478","-46596"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415437","3160107601","GPS SADATPUR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.858592000000002","30.465325","03","053","00269","Malerkotla","110476","-46620"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420934","3160105703","ISLAMIA PUBLIC SCHOOL","1","Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148021","Sangrur","03","PUNJAB"," ","75.859300000000005","30.655244","03","053","00269","Malerkotla","110477","-46941"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416959","3200103503","BROAD WAY PUBLIC SCHOOL MANAL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148104","Barnala","03","PUNJAB"," ","75.666987000000006","30.510805000000001","03","054","00275","Barnala","110197","-46697"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418263","3160110002","GSSS DASOUNDHA SINGH WALA","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.666844999999995","30.557676000000001","03","053","00269","Malerkotla","110197","-46776"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420322","3090902402","GSSS KALSIAN","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","141109","Ludhiana","03","PUNJAB"," ","75.670304000000002","30.632428999999998","03","041","00229","Raikot","110202","-46902"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421299","3090900402","GMS BASRAON","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.664929000000001","30.667565","03","041","00229","Raikot","110194","-46962"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421312","3090900401","GPS BASRAON","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.664710999999997","30.667902999999999","03","041","00229","Raikot","110194","-46962"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421935","3090901001","GPS BURJ HAKIMA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141107","Ludhiana","03","PUNJAB"," ","75.665902000000003","30.688635000000001","03","041","00229","Raikot","110196","-46997"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421972","3090901002","GHS BURJ HAKIMA","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","141107","Ludhiana","03","PUNJAB"," ","75.666093000000004","30.689827000000001","03","041","00229","Raikot","110196","-46999"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417231","3160106102","GMS MEHBOOBPURA","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.827697999999998","30.520643","03","053","00269","Malerkotla","110431","-46713"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418590","3160108001","GPS BIRIMMAMGARH","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.827892000000006","30.568090000000002","03","053","00269","Malerkotla","110431","-46793"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419613","3160105601","GPS BATHAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148019","Sangrur","03","PUNJAB"," ","75.828798000000006","30.604596000000001","03","053","00269","Malerkotla","110433","-46855"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421417","3160100202","ISLAMIA PUBLIC SEN.SEC. SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148021","Sangrur","03","PUNJAB"," ","75.827569999999994","30.671399000000001","03","053","00269","Malerkotla","110431","-46968"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421590","3160104902","GHS MOHALLA AMARPURA","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","2"," ","148021","Sangrur","03","PUNJAB"," ","75.827537000000007","30.677147999999999","03","053","00269","Malerkotla","110431","-46978"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421599","3160104101","GREEN VELLY PUBLIC SCHOOL SEN SEC","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148021","Sangrur","03","PUNJAB"," ","75.827833999999996","30.677405","03","053","00269","Malerkotla","110431","-46978"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421693","3160102101","M.G.M.N SEN SEC. SCHOOL AIDED","3","Higher Secondary (1-12)","3","Co-Ed","4","Government Aided","2"," ","148021","Sangrur","03","PUNJAB"," ","75.828650999999994","30.680111","03","053","00269","Malerkotla","110433","-46983"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421770","3090800601","GPS BHADERGARH","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.827701000000005","30.682611999999999","03","053","00269","Malerkotla","110431","-46987"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418110","3200201601","GPS GANGOHAR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148104","Barnala","03","PUNJAB"," ","75.587906000000004","30.552091999999998","03","054","00275","Barnala","110082","-46766"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418204","3200201602","GMS GANGOHAR","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148104","Barnala","03","PUNJAB"," ","75.586273000000006","30.555757","03","054","00275","Barnala","110080","-46773"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417746","3200202702","GHS MEHAL KHURD","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148104","Barnala","03","PUNJAB"," ","75.593884000000003","30.538648999999999","03","054","00275","Barnala","110091","-46744"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417752","3200202701","GPS MEHAL KHURD","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148104","Barnala","03","PUNJAB"," ","75.594049999999996","30.538934000000001","03","054","00275","Barnala","110091","-46744"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419403","3090901702","GMS GOBINDGARH","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141109","Ludhiana","03","PUNJAB"," ","75.595136999999994","30.597313","03","041","00229","Raikot","110093","-46843"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419404","3090901701","GPS GOBINDGARH","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141109","Ludhiana","03","PUNJAB"," ","75.595132000000007","30.597359999999998","03","041","00229","Raikot","110092","-46843"
